#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
610	255	164	0	0	chr1	3348099	3348160	-193847272	+	(TG)n	Simple_repeat	Simple_repeat	2	62	0	3
610	313	348	12	60	chr1	3348217	3348385	-193847047	+	MIRc	SINE	MIR	104	263	-5	3
610	192	77	0	0	chr1	3348864	3348890	-193846542	+	(CACAG)n	Simple_repeat	Simple_repeat	4	29	0	3
610	355	135	6	0	chr1	3349015	3349079	-193846353	+	B1_Mur4	SINE	Alu	83	150	0	3
610	503	299	83	14	chr1	3349976	3350193	-193845239	-	L2	LINE	L2	-557	2862	2631	3
610	423	0	0	0	chr1	3350194	3350241	-193845191	+	(TG)n	Simple_repeat	Simple_repeat	2	48	0	4
610	215	316	0	0	chr1	3350268	3350325	-193845107	-	L2	LINE	L2	-861	2558	2502	3
610	504	0	0	0	chr1	3351373	3351429	-193844003	+	(TC)n	Simple_repeat	Simple_repeat	2	57	0	4
610	429	20	0	0	chr1	3351429	3351478	-193843954	+	(TG)n	Simple_repeat	Simple_repeat	1	50	0	4
610	409	289	22	39	chr1	3351568	3351748	-193843684	-	MER5B	DNA	MER1_type	-1	177	1	4
610	224	276	0	0	chr1	3352634	3352692	-193842740	+	(TG)n	Simple_repeat	Simple_repeat	1	58	0	4
610	763	300	86	4	chr1	3352694	3352962	-193842470	-	B4A	SINE	B4	-2	290	1	4
610	578	324	7	0	chr1	3353079	3353215	-193842217	-	B1F	SINE	Alu	-10	139	3	4
610	1275	261	41	19	chr1	3354397	3354764	-193840668	+	MTEa	LTR	MaLR	3	377	-2	4
610	213	132	0	0	chr1	3355769	3355807	-193839625	+	(TTTC)n	Simple_repeat	Simple_repeat	2	39	0	4
610	206	32	0	31	chr1	3357599	3357631	-193837801	+	(TTG)n	Simple_repeat	Simple_repeat	3	33	0	4
610	349	246	5	5	chr1	3357705	3357817	-193837615	-	MIRb	SINE	MIR	-6	270	153	4
610	432	229	0	34	chr1	3358894	3359036	-193836396	-	L1MA6	LINE	L1	-89	6211	6078	4
610	290	399	98	0	chr1	3362372	3362505	-193832927	+	B1F2	SINE	Alu	1	146	-3	4
610	1968	304	124	22	chr1	3363284	3364806	-193830626	-	Lx8	LINE	L1	-437	7036	5388	4
610	401	317	78	14	chr1	3364833	3364974	-193830458	+	MTD	LTR	MaLR	18	167	-252	4
610	2561	305	64	25	chr1	3364974	3366636	-193828796	-	Lx8	LINE	L1	-2914	2933	1207	4
610	246	105	0	0	chr1	3367869	3367907	-193827525	+	(A)n	Simple_repeat	Simple_repeat	1	38	0	4
610	271	0	25	25	chr1	3367966	3368006	-193827426	+	(CAAA)n	Simple_repeat	Simple_repeat	1	40	0	4
610	626	95	11	0	chr1	3368211	3368306	-193827126	+	(TCC)n	Simple_repeat	Simple_repeat	2	97	0	4
610	215	246	35	17	chr1	3368306	3368364	-193827068	-	B1F	SINE	Alu	-90	59	1	4
610	276	258	49	142	chr1	3368496	3368722	-193826710	+	Charlie1	DNA	MER1_type	2567	2771	-10	4
610	988	281	56	19	chr1	3370812	3371135	-193824297	+	MER2	DNA	MER2_type	11	345	0	4
610	326	210	235	0	chr1	3373294	3373375	-193822057	+	MLT1A0	LTR	MaLR	181	280	-85	4
610	3163	81	2	35	chr1	3373518	3373979	-193821453	-	L1_Mus1	LINE	L1	-1	6566	6121	4
610	1406	42	0	0	chr1	3373979	3374145	-193821287	+	L1_Mus1	LINE	L1	6016	6181	-386	4
610	1164	41	0	14	chr1	3375130	3375278	-193820154	+	B1_Mus2	SINE	Alu	2	147	0	4
610	311	138	0	17	chr1	3375586	3375645	-193819787	+	Lx7	LINE	L1	7639	7696	0	4
610	222	171	0	0	chr1	3377000	3377041	-193818391	+	CT-rich	Low_complexity	Low_complexity	2	42	0	4
610	244	217	16	32	chr1	3379025	3379087	-193816345	+	MER49	LTR	ERV1	494	554	-369	4
610	738	263	248	16	chr1	3379127	3379506	-193815926	-	MLT1C	LTR	MaLR	0	467	1	4
610	411	205	0	0	chr1	3379865	3379948	-193815484	+	MLT1A0	LTR	MaLR	271	353	-12	4
610	498	278	0	34	chr1	3380145	3380264	-193815168	+	B4A	SINE	B4	178	292	0	4
610	234	0	0	0	chr1	3380271	3380297	-193815135	+	(TC)n	Simple_repeat	Simple_repeat	1	26	0	4
610	630	60	0	0	chr1	3380297	3380379	-193815053	+	(CA)n	Simple_repeat	Simple_repeat	1	83	0	4
610	4014	35	6	10	chr1	3380442	3380929	-193814503	-	L1Md_F3	LINE	L1	0	6584	6100	4
610	465	354	12	35	chr1	3381301	3381471	-193813961	-	MER44D	DNA	MER2_type	-531	174	9	4
610	337	344	79	35	chr1	3381900	3382129	-193813303	-	L1M4b	LINE	L1	-6502	832	594	4
610	243	281	20	86	chr1	3383019	3383046	-193812386	+	B1F1	SINE	Alu	5	64	-53	4
610	313	219	13	27	chr1	3383046	3383121	-193812311	+	ID_B1	SINE	B4	111	184	-40	4
610	243	281	20	86	chr1	3383121	3383142	-193812290	+	B1F1	SINE	Alu	65	117	0	4
610	377	243	127	45	chr1	3384399	3384619	-193810813	+	L1MA5	LINE	L1	5877	6114	-186	4
610	629	329	30	16	chr1	3384816	3385119	-193810313	+	Lx9	LINE	L1	7142	7448	-196	4
610	291	248	136	9	chr1	3385130	3385240	-193810192	+	L1MA5	LINE	L1	6173	6296	-4	4
610	184	328	90	25	chr1	3386005	3386127	-193809305	+	MIRc	SINE	MIR	43	172	-96	4
610	204	185	0	0	chr1	3387576	3387630	-193807802	+	GA-rich	Low_complexity	Low_complexity	2	55	0	4
610	535	291	88	24	chr1	3387880	3388308	-193807124	+	L1M2	LINE	L1	5111	5570	-730	4
610	23	0	0	0	chr1	3389386	3389409	-193806023	+	AT_rich	Low_complexity	Low_complexity	1	23	0	4
610	1189	214	55	16	chr1	3391630	3391886	-193803546	+	Lx9	LINE	L1	7044	7309	-335	4
610	534	54	0	0	chr1	3391886	3391960	-193803472	+	(CA)n	Simple_repeat	Simple_repeat	1	74	0	4
610	3779	74	0	4	chr1	3392040	3392542	-193802890	+	L1Md_F2	LINE	L1	5087	5586	-297	4
610	7142	74	26	4	chr1	3392542	3393504	-193801928	+	L1Md_F2	LINE	L1	5587	6569	-13	4
610	674	215	15	5	chr1	3393506	3393707	-193801725	+	Lx9	LINE	L1	7435	7637	-7	4
610	677	299	60	97	chr1	3393709	3394652	-193800780	-	L1MB3	LINE	L1	-1	6182	5274	4
610	193	329	43	0	chr1	3395169	3395239	-193800193	+	L2b	LINE	L2	3288	3360	-15	4
610	570	91	30	0	chr1	3396509	3396608	-193798824	+	(TC)n	Simple_repeat	Simple_repeat	1	102	0	4
610	233	267	77	39	chr1	3397995	3398073	-193797359	+	ID4	SINE	ID	1	81	-2	4
610	745	197	0	22	chr1	3398460	3398642	-193796790	+	GA-rich	Low_complexity	Low_complexity	3	180	0	4
610	396	0	0	0	chr1	3398782	3398826	-193796606	+	(CA)n	Simple_repeat	Simple_repeat	2	45	0	4
610	247	327	219	24	chr1	3398960	3399371	-193796061	-	L2	LINE	L2	-358	3061	2571	4
610	368	285	57	110	chr1	3399413	3399622	-193795810	+	L1M5	LINE	L1	5464	5661	-503	4
610	219	69	0	0	chr1	3399849	3399878	-193795554	+	(TATATG)n	Simple_repeat	Simple_repeat	2	30	0	4
610	276	233	0	0	chr1	3400342	3400415	-193795017	+	GA-rich	Low_complexity	Low_complexity	2	74	0	4
610	300	53	0	0	chr1	3401508	3401546	-193793886	+	(TA)n	Simple_repeat	Simple_repeat	2	39	0	4
610	741	103	16	8	chr1	3402716	3402843	-193792589	+	(GAAA)n	Simple_repeat	Simple_repeat	1	128	0	4
610	189	121	0	0	chr1	3402852	3402885	-193792547	+	(TAGA)n	Simple_repeat	Simple_repeat	2	34	0	4
610	405	0	0	0	chr1	3403056	3403101	-193792331	+	(CA)n	Simple_repeat	Simple_repeat	2	46	0	4
610	579	29	0	0	chr1	3403102	3403171	-193792261	+	(TC)n	Simple_repeat	Simple_repeat	2	70	0	4
610	405	0	0	0	chr1	3403223	3403268	-193792164	+	(CA)n	Simple_repeat	Simple_repeat	2	46	0	4
610	581	256	158	0	chr1	3403896	3404060	-193791372	-	ID_B1	SINE	B4	-34	190	1	4
610	404	226	108	0	chr1	3405148	3405250	-193790182	-	MER2	DNA	MER2_type	-120	225	113	4
610	1221	110	15	0	chr1	3405728	3405943	-193789489	+	L1_Mus4	LINE	L1	6352	6566	0	4
610	209	91	45	0	chr1	3405961	3406005	-193789427	+	(CAAAAA)n	Simple_repeat	Simple_repeat	2	47	0	4
610	236	347	0	39	chr1	3406099	3406201	-193789231	+	MER5A1	DNA	MER1_type	69	166	0	4
610	278	281	50	40	chr1	3406218	3406318	-193789114	-	MIRb	SINE	MIR	-45	223	123	4
610	893	128	7	0	chr1	3407262	3407410	-193788022	+	(GGGA)n	Simple_repeat	Simple_repeat	2	150	0	4
611	212	188	16	0	chr1	3408533	3408597	-193786835	+	(TG)n	Simple_repeat	Simple_repeat	2	66	0	4
611	307	244	64	0	chr1	3409007	3409085	-193786347	-	B1F	SINE	Alu	0	149	67	4
611	373	287	21	0	chr1	3409019	3409113	-193786319	-	ID_B1	SINE	B4	-12	212	117	4
611	26	30	0	0	chr1	3409361	3409394	-193786038	+	AT_rich	Low_complexity	Low_complexity	1	33	0	4
611	521	264	12	47	chr1	3409550	3409721	-193785711	+	Lx7	LINE	L1	7137	7301	-395	4
611	4300	47	2	8	chr1	3409750	3410286	-193785146	-	L1Md_F2	LINE	L1	0	6582	6050	4
611	501	275	63	28	chr1	3410720	3410862	-193784570	+	ID_B1	SINE	B4	78	224	0	4
611	771	302	58	40	chr1	3412618	3412842	-193782590	-	B4A	SINE	B4	-57	235	8	4
611	485	135	0	11	chr1	3413014	3413104	-193782328	+	(CATATA)n	Simple_repeat	Simple_repeat	2	90	0	4
611	6907	92	47	2	chr1	3413187	3414176	-193781256	+	RLTR13D4	LTR	ERVK	1	1033	0	4
611	232	365	71	33	chr1	3415765	3415949	-193779483	-	L2	LINE	L2	-534	2885	2695	4
611	267	235	33	16	chr1	3416671	3416792	-193778640	+	(TTAAA)n	Simple_repeat	Simple_repeat	1	123	0	4
611	21	0	0	0	chr1	3416792	3416813	-193778619	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
611	212	254	32	0	chr1	3417060	3417123	-193778309	+	T-rich	Low_complexity	Low_complexity	6	70	0	4
611	457	328	148	19	chr1	3417256	3417520	-193777912	-	MER2	DNA	MER2_type	-12	333	36	4
611	224	323	16	0	chr1	3418468	3418530	-193776902	+	FLAM_A	SINE	Alu	12	74	-221	4
611	203	245	0	0	chr1	3418664	3418713	-193776719	+	CT-rich	Low_complexity	Low_complexity	2	50	0	4
611	24	67	0	0	chr1	3419093	3419138	-193776294	+	AT_rich	Low_complexity	Low_complexity	1	45	0	4
611	21	71	0	0	chr1	3419913	3419955	-193775477	+	AT_rich	Low_complexity	Low_complexity	1	42	0	4
611	2821	178	35	40	chr1	3420238	3420816	-193774616	+	RMER15	LTR	ERVL	1	575	0	4
611	233	352	164	0	chr1	3421008	3421167	-193774265	-	L2	LINE	L2	-857	2562	2378	4
611	313	242	48	19	chr1	3421324	3421427	-193774005	+	MTC	LTR	MaLR	5	117	-262	4
611	1069	95	0	0	chr1	3422058	3422205	-193773227	-	B1_Mus1	SINE	Alu	0	148	2	4
611	21	0	0	0	chr1	3422810	3422831	-193772601	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
611	26	50	0	0	chr1	3422907	3422947	-193772485	+	AT_rich	Low_complexity	Low_complexity	1	40	0	4
611	186	43	0	0	chr1	3424641	3424664	-193770768	+	(CAA)n	Simple_repeat	Simple_repeat	3	25	0	4
611	21	0	0	0	chr1	3426372	3426393	-193769039	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
611	329	230	18	91	chr1	3426495	3426605	-193768827	-	MLT1A1	LTR	MaLR	-5	403	302	4
611	312	212	138	0	chr1	3426617	3426697	-193768735	+	URR1B	DNA	MER1_type	135	225	0	4
611	1011	291	144	25	chr1	3427695	3428048	-193767384	+	MTC	LTR	MaLR	27	421	0	4
611	556	276	15	144	chr1	3428150	3428345	-193767087	+	B3A	SINE	B2	1	170	-28	4
611	2059	116	13	0	chr1	3429284	3429587	-193765845	-	Lx	LINE	L1	-326	6328	6022	5
611	1954	117	18	34	chr1	3429589	3429917	-193765515	+	Lx	LINE	L1	6330	6652	-2	5
611	386	84	0	27	chr1	3430113	3430186	-193765246	+	(TCTCTG)n	Simple_repeat	Simple_repeat	2	72	0	5
611	549	44	0	0	chr1	3430191	3430259	-193765173	+	(TG)n	Simple_repeat	Simple_repeat	1	68	0	5
611	281	26	0	26	chr1	3430752	3430791	-193764641	+	(TA)n	Simple_repeat	Simple_repeat	1	38	0	5
611	476	350	75	36	chr1	3430874	3431182	-193764250	-	MER2	DNA	MER2_type	0	345	26	5
611	25	0	0	0	chr1	3431449	3431474	-193763958	+	AT_rich	Low_complexity	Low_complexity	1	25	0	5
611	194	315	41	35	chr1	3432105	3432229	-193763203	+	L2c	LINE	L2	3238	3360	-15	5
611	555	229	35	14	chr1	3432683	3432825	-193762607	-	B1F	SINE	Alu	-1	148	4	5
611	183	80	0	0	chr1	3434548	3434573	-193760859	+	(GGAA)n	Simple_repeat	Simple_repeat	3	27	0	5
611	685	134	42	0	chr1	3435221	3435340	-193760092	+	RMER16-int	LTR	ERVK	4215	4338	-1068	5
611	669	289	12	16	chr1	3435335	3435581	-193759851	+	RLTR6-int	LTR	ERV1	7387	7631	-147	5
611	261	0	0	0	chr1	3435583	3435612	-193759820	+	(T)n	Simple_repeat	Simple_repeat	1	29	0	5
611	1002	80	73	0	chr1	3435612	3435749	-193759683	-	B1_Mm	SINE	Alu	0	147	1	5
611	2775	76	41	94	chr1	3435879	3436388	-193759044	+	RLTR45	LTR	ERVK	1	482	0	5
611	624	287	166	60	chr1	3436660	3436979	-193758453	+	RLTR9A	LTR	ERVK	16	368	0	5
611	411	203	183	10	chr1	3438172	3438330	-193757102	-	B3A	SINE	B2	-1	215	14	5
611	414	196	42	89	chr1	3439076	3439244	-193756188	+	Lx9	LINE	L1	7446	7605	-39	5
611	30	77	0	0	chr1	3439269	3439334	-193756098	+	AT_rich	Low_complexity	Low_complexity	1	65	0	5
611	357	250	167	0	chr1	3439859	3439979	-193755453	+	RMER15	LTR	ERVL	422	561	-14	5
611	345	274	53	57	chr1	3440156	3440292	-193755140	+	MLT1A1	LTR	MaLR	237	408	0	5
611	438	256	87	29	chr1	3442109	3442350	-193753082	-	L1MD	LINE	L1	-962	5184	4930	5
611	864	299	106	8	chr1	3442516	3442582	-193752850	-	B4A	SINE	B4	0	292	215	5
611	686	52	8	25	chr1	3442582	3442701	-193752731	+	(TTTTG)n	Simple_repeat	Simple_repeat	1	117	0	5
611	864	299	106	8	chr1	3442701	3442890	-193752542	-	B4A	SINE	B4	-78	214	12	5
611	1285	118	16	0	chr1	3442960	3443147	-193752285	+	B2_Mm2	SINE	B2	2	191	-4	5
611	287	211	0	0	chr1	3445202	3445254	-193750178	-	MLT1A1	LTR	MaLR	-12	396	345	5
611	226	321	45	78	chr1	3445649	3445828	-193749604	+	L2	LINE	L2	1104	1276	-2143	5
611	1310	259	62	39	chr1	3446092	3446449	-193748983	+	ORR1D2	LTR	MaLR	6	370	0	5
611	239	295	80	0	chr1	3447041	3447153	-193748279	+	L1MC4a	LINE	L1	7489	7609	-273	5
611	26	30	0	0	chr1	3447767	3447800	-193747632	+	AT_rich	Low_complexity	Low_complexity	1	33	0	5
611	299	234	51	21	chr1	3449015	3449126	-193746306	-	MIR	SINE	MIR	-101	167	54	5
611	981	128	0	0	chr1	3449143	3449284	-193746148	-	B1_Mus2	SINE	Alu	-6	141	1	5
611	504	0	0	0	chr1	3449297	3449353	-193746079	+	(TCTA)n	Simple_repeat	Simple_repeat	2	57	0	5
611	548	164	0	19	chr1	3449353	3449451	-193745981	-	Lx3A	LINE	L1	-13	6968	6871	5
611	943	82	13	20	chr1	3449451	3449594	-193745838	-	Lx3A	LINE	L1	-566	6415	6273	5
611	4445	113	23	7	chr1	3449585	3450655	-193744777	+	Lx3_Mus	LINE	L1	5181	6270	-739	5
611	516	59	0	0	chr1	3450747	3450815	-193744617	+	(TG)n	Simple_repeat	Simple_repeat	1	68	0	5
611	817	219	30	12	chr1	3450822	3450988	-193744444	-	B3A	SINE	B2	-25	173	5	5
611	418	354	123	22	chr1	3451397	3451813	-193743619	+	MLT1J	LTR	MaLR	25	482	-30	5
611	450	219	0	0	chr1	3452695	3452777	-193742655	+	B3A	SINE	B2	1	82	-116	5
611	460	298	168	44	chr1	3452777	3453020	-193742412	+	L1MD	LINE	L1	2928	3203	-2943	5
611	216	0	0	0	chr1	3453020	3453044	-193742388	+	(TTTG)n	Simple_repeat	Simple_repeat	2	25	0	5
611	460	298	168	44	chr1	3453044	3453116	-193742316	+	L1MD	LINE	L1	3204	3281	-2865	5
611	1367	310	47	23	chr1	3453152	3453750	-193741682	+	Lx8	LINE	L1	6859	7470	-3	5
611	234	275	101	0	chr1	3453763	3453912	-193741520	+	L1MD	LINE	L1	3323	3486	-2660	5
611	417	195	3	50	chr1	3453924	3454076	-193741356	-	L1M3	LINE	L1	-1154	4726	4609	5
611	609	293	106	8	chr1	3454072	3454468	-193740964	+	L1MD	LINE	L1	3512	3946	-2200	5
611	287	287	143	59	chr1	3454597	3454953	-193740479	+	L1MD	LINE	L1	4202	4587	-1559	5
611	343	310	51	46	chr1	3454972	3455168	-193740264	+	L1MD	LINE	L1	4987	5183	-963	5
611	448	309	31	23	chr1	3455189	3455318	-193740114	+	RSINE1	SINE	B4	7	136	-29	5
611	26	64	0	0	chr1	3455322	3455369	-193740063	+	AT_rich	Low_complexity	Low_complexity	1	47	0	5
611	230	277	145	0	chr1	3455380	3455539	-193739893	+	L1MD	LINE	L1	5254	5435	-807	5
611	260	222	24	12	chr1	3455535	3455617	-193739815	+	L1MD	LINE	L1	5802	5884	-358	5
611	1022	264	30	19	chr1	3455726	3455996	-193739436	-	B4A	SINE	B4	-18	274	2	5
611	847	323	57	34	chr1	3457550	3457854	-193737578	+	MTE2a	LTR	MaLR	45	419	0	5
611	192	77	0	0	chr1	3458152	3458178	-193737254	+	(A)n	Simple_repeat	Simple_repeat	1	26	0	5
611	4465	64	17	0	chr1	3458509	3459084	-193736348	-	L1_Mus1	LINE	L1	0	6567	5983	5
611	3072	39	0	0	chr1	3459084	3459543	-193735889	+	L1_Mus1	LINE	L1	5503	5961	-606	5
611	645	326	64	68	chr1	3459646	3459972	-193735460	+	MLT1F	LTR	MaLR	192	516	-32	5
611	371	293	92	54	chr1	3460556	3460889	-193734543	+	Zaphod	DNA	Tip100	3625	3970	-61	5
611	350	344	13	50	chr1	3460889	3461048	-193734384	+	B3A	SINE	B2	1	153	-45	5
611	222	118	0	0	chr1	3461051	3461085	-193734347	+	(CA)n	Simple_repeat	Simple_repeat	1	34	0	5
611	3405	39	0	126	chr1	3462034	3462533	-193732899	+	RLTR10C	LTR	ERVK	1	436	0	5
611	3914	78	2	21	chr1	3462737	3463271	-193732161	+	L1_Mus1	LINE	L1	6043	6566	-1	5
611	22	0	0	0	chr1	3463532	3463554	-193731878	+	AT_rich	Low_complexity	Low_complexity	1	22	0	5
611	256	273	56	83	chr1	3463693	3463801	-193731631	+	MER77	LTR	ERVL	72	176	-431	5
611	480	386	56	42	chr1	3463965	3464249	-193731183	-	MER77	LTR	ERVL	-8	599	312	5
611	217	282	39	0	chr1	3465151	3465229	-193730203	+	(TG)n	Simple_repeat	Simple_repeat	2	82	0	5
611	923	299	27	34	chr1	3465257	3465551	-193729881	-	B4A	SINE	B4	0	292	1	5
611	192	40	0	0	chr1	3465847	3465872	-193729560	+	(CA)n	Simple_repeat	Simple_repeat	2	26	0	5
611	428	309	30	13	chr1	3465948	3466100	-193729332	+	MLT1B	LTR	MaLR	54	208	-259	5
611	3109	175	18	28	chr1	3466100	3466710	-193728722	+	Lx4B	LINE	L1	6436	7039	-19	5
611	309	349	133	53	chr1	3466710	3466932	-193728500	+	MLT1B	LTR	MaLR	209	458	-9	5
611	984	233	0	10	chr1	3468371	3468579	-193726853	-	B3	SINE	B2	-10	206	1	5
611	227	312	73	40	chr1	3468730	3468880	-193726552	+	MER89	LTR	ERV1	84	238	-321	5
611	194	91	30	0	chr1	3468929	3468962	-193726470	+	(CA)n	Simple_repeat	Simple_repeat	2	35	0	5
611	977	263	82	66	chr1	3468998	3469608	-193725824	-	L1M2	LINE	L1	-915	5228	4609	5
611	229	149	75	0	chr1	3469630	3469697	-193725735	-	Lx9	LINE	L1	-2	7642	7571	5
611	257	204	11	21	chr1	3469809	3469904	-193725528	+	L1M2	LINE	L1	3065	3158	-2985	5
611	627	286	138	8	chr1	3469908	3470292	-193725140	+	L1_Mur3	LINE	L1	3463	3896	-1984	5
611	3006	244	58	3	chr1	3470381	3471161	-193724271	+	Lx7	LINE	L1	6405	7227	-469	5
611	302	240	115	13	chr1	3471323	3471479	-193723953	+	Lx7	LINE	L1	7506	7677	-19	5
611	567	286	47	5	chr1	3471894	3472087	-193723345	-	MER2	DNA	MER2_type	-59	286	86	5
611	415	319	9	0	chr1	3472480	3472596	-193722836	+	PB1	SINE	Alu	11	127	0	5
611	315	177	0	0	chr1	3472598	3472660	-193722772	+	GA-rich	Low_complexity	Low_complexity	2	63	0	5
611	879	255	89	72	chr1	3472810	3473157	-193722275	+	RLTR28B	LTR	ERVL	126	478	-3	5
611	229	279	14	14	chr1	3473509	3473578	-193721854	+	B4A	SINE	B4	129	197	-95	5
611	261	0	0	0	chr1	3473660	3473689	-193721743	+	(CA)n	Simple_repeat	Simple_repeat	2	30	0	5
611	745	321	16	5	chr1	3476291	3476476	-193718956	+	B3	SINE	B2	3	189	-27	5
611	194	0	39	0	chr1	3476482	3476508	-193718924	+	(TAAA)n	Simple_repeat	Simple_repeat	4	30	0	5
611	279	191	0	0	chr1	3477236	3477299	-193718133	+	(TCCA)n	Simple_repeat	Simple_repeat	2	64	0	5
611	1081	173	9	65	chr1	3477745	3477974	-193717458	-	URR1B	DNA	MER1_type	-5	220	5	5
611	270	0	0	0	chr1	3478039	3478069	-193717363	+	(TC)n	Simple_repeat	Simple_repeat	2	31	0	5
611	297	0	0	0	chr1	3478069	3478101	-193717331	+	(TA)n	Simple_repeat	Simple_repeat	2	34	0	5
611	427	311	125	62	chr1	3478507	3478812	-193716620	-	MLT1A	LTR	MaLR	-21	353	30	5
611	1196	96	6	0	chr1	3478885	3479062	-193716370	+	(TTCC)n	Simple_repeat	Simple_repeat	3	180	0	5
611	619	142	0	69	chr1	3479177	3479321	-193716111	+	Lx2A1	LINE	L1	6875	7008	0	5
611	493	45	0	0	chr1	3479330	3479396	-193716036	+	Lx3B	LINE	L1	6354	6419	-554	5
611	22	35	0	0	chr1	3479631	3479660	-193715772	+	AT_rich	Low_complexity	Low_complexity	1	29	0	5
611	231	114	0	0	chr1	3479939	3479974	-193715458	+	(GGA)n	Simple_repeat	Simple_repeat	3	37	0	5
611	3405	143	18	81	chr1	3480221	3480877	-193714555	-	Lx3B	LINE	L1	-3	6970	6356	5
611	2910	137	6	19	chr1	3480894	3481371	-193714061	-	Lx2A1	LINE	L1	-2	7006	6536	5
611	1340	142	8	31	chr1	3481377	3481631	-193713801	-	Lx3B	LINE	L1	-620	6353	6106	5
611	321	47	0	0	chr1	3481967	3482010	-193713422	+	(GA)n	Simple_repeat	Simple_repeat	2	44	0	5
611	869	233	31	5	chr1	3482012	3482206	-193713226	-	B3	SINE	B2	-16	200	2	5
611	252	59	0	0	chr1	3485002	3485036	-193710396	+	(TTCA)n	Simple_repeat	Simple_repeat	1	34	0	5
611	430	323	71	24	chr1	3485147	3485315	-193710117	+	MTD	LTR	MaLR	3	178	-241	5
611	184	100	24	24	chr1	3486540	3486581	-193708851	+	(TTTTC)n	Simple_repeat	Simple_repeat	3	43	0	5
611	270	0	0	0	chr1	3486683	3486713	-193708719	+	(TG)n	Simple_repeat	Simple_repeat	2	31	0	5
611	17260	15	0	0	chr1	3489579	3492380	-193703052	-	L1Md_T	LINE	L1	0	6582	3782	5
611	520	267	16	8	chr1	3492402	3492523	-193702909	-	B1F	SINE	Alu	-6	143	22	5
611	188	269	114	13	chr1	3492912	3492991	-193702441	-	L3	LINE	CR1	-872	3617	3531	5
611	706	258	122	95	chr1	3493165	3493534	-193701898	+	MTEa	LTR	MaLR	1	379	0	6
611	255	103	0	0	chr1	3493962	3494001	-193701431	+	(TG)n	Simple_repeat	Simple_repeat	1	39	0	6
611	1163	41	0	33	chr1	3494032	3494183	-193701249	+	B1_Mus2	SINE	Alu	2	147	0	6
611	22	35	0	0	chr1	3494266	3494295	-193701137	+	AT_rich	Low_complexity	Low_complexity	1	29	0	6
611	733	101	21	41	chr1	3496119	3496264	-193699168	+	Lx2	LINE	L1	6855	6996	-1	6
611	243	314	84	69	chr1	3496476	3496678	-193698754	+	MamGypLTR1c	LTR	Gypsy	584	788	-15	6
611	1023	100	0	0	chr1	3496862	3497012	-193698420	+	(GGA)n	Simple_repeat	Simple_repeat	2	151	0	6
611	210	152	16	33	chr1	3497056	3497117	-193698315	+	GA-rich	Low_complexity	Low_complexity	1	60	0	6
611	2299	137	11	3	chr1	3497247	3497613	-193697819	+	Lx3A	LINE	L1	6612	6980	-1	6
611	228	67	0	0	chr1	3497633	3497663	-193697769	+	(CAGA)n	Simple_repeat	Simple_repeat	4	33	0	6
611	1938	171	20	68	chr1	3497689	3498129	-193697303	-	RMER1B	Other	Other	0	1066	648	6
611	300	70	0	0	chr1	3498941	3498984	-193696448	+	(T)n	Simple_repeat	Simple_repeat	1	43	0	6
611	242	250	0	0	chr1	3499150	3499198	-193696234	+	polypurine	Low_complexity	Low_complexity	3	50	0	6
611	432	0	0	0	chr1	3499323	3499371	-193696061	+	(CA)n	Simple_repeat	Simple_repeat	2	49	0	6
611	1562	37	0	0	chr1	3499809	3500000	-193695432	+	L1Md_F2	LINE	L1	6080	6270	-312	6
611	1948	91	20	26	chr1	3500000	3500306	-193695126	+	L1_Mus1	LINE	L1	6264	6567	0	1
611	253	26	0	0	chr1	3502177	3502216	-193693216	+	Lx	LINE	L1	6609	6647	-7	2
611	832	259	34	5	chr1	3504893	3505099	-193690333	+	MTE2b	LTR	MaLR	1	212	-167	3
611	372	242	96	60	chr1	3505197	3505364	-193690068	+	MTE2b	LTR	MaLR	207	379	0	3
611	666	257	0	14	chr1	3506769	3506907	-193688525	-	B3A	SINE	B2	-62	136	1	4
611	23	33	0	0	chr1	3508897	3508927	-193686505	+	AT_rich	Low_complexity	Low_complexity	1	30	0	5
611	369	0	0	0	chr1	3509076	3509117	-193686315	+	(TTA)n	Simple_repeat	Simple_repeat	1	41	0	6
611	8594	99	5	3	chr1	3509118	3511180	-193684252	-	L1_Mus1	LINE	L1	0	6567	4505	7
611	4371	111	18	34	chr1	3511179	3511943	-193683489	-	L1_Mus1	LINE	L1	-2237	3646	2895	7
611	56	29	0	0	chr1	3512563	3512633	-193682799	+	AT_rich	Low_complexity	Low_complexity	1	70	0	8
611	288	53	0	0	chr1	3513144	3513182	-193682250	+	(TAA)n	Simple_repeat	Simple_repeat	1	38	0	9
611	290	301	56	42	chr1	3513970	3514112	-193681320	+	Charlie9	DNA	MER1_type	7	150	-2607	1
611	315	264	68	47	chr1	3514656	3514847	-193680585	+	L1MA4A	LINE	L1	5736	5930	-373	1
611	480	158	0	0	chr1	3514888	3514983	-193680449	+	(CA)n	Simple_repeat	Simple_repeat	1	95	0	1
